ID_Estudiante,Universidad,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Nivel_Critico,Nivel_Tecnico,Nivel_Participativo,Nivel_AMI_Global,Riesgo_Total,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,Score_Riesgo_Academico,Score_Riesgo_LMS,Riesgo_Acad_Perceptual,Riesgo_Documental
STU_0513,UNMSM,4.1,3.6,4.5,4.066666666666666,Alto,Medio,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,1,4,4,5,5,3,5,4,5,5,5,1.25,1.125,1.0,1.125
STU_0514,UNMSM,4.0,3.8,3.7,3.8333333333333335,Alto,Alto,Medio,Alto,0,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,5,5,4,4,2,2,3,5,2.25,3.25,3.0,3.25
STU_0515,UNMSM,4.0,3.5,3.5,3.6666666666666665,Alto,Medio,Medio,Medio,0,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,2,2,4,4,5,4,3,4,3,4,1.25,2.0,1.5,2.0
STU_0517,UNMSM,4.0,3.8,3.5,3.766666666666667,Alto,Alto,Medio,Alto,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,4,4,3,4,4,4,1,2,1.5,1.625,1.5,1.625
STU_0518,UNMSM,2.8,3.4,2.9,3.033333333333333,Bajo,Medio,Bajo,Bajo,1,4,2,4,2,2,2,2,3,3,4,4,3,4,4,4,4,3,2,4,2,2,4,2,3,5,4,2,2,3,2,1.5,3.875,1.5,3.875
STU_0520,UNMSM,3.4,3.4,3.1,3.3000000000000003,Bajo,Medio,Bajo,Bajo,1,4,3,4,4,3,2,4,3,4,3,4,3,4,4,3,3,4,3,3,3,2,5,3,3,3,4,3,3,3,2,2.625,3.25,3.75,3.25
STU_0521,UNMSM,3.8,3.8,3.8,3.7999999999999994,Medio,Alto,Medio,Alto,0,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,2,5,4,3,4,4,4,4,3,3,4,1.125,1.875,1.25,1.875
STU_0522,UNMSM,3.3,3.3,2.7,3.1,Bajo,Bajo,Bajo,Bajo,0,4,3,3,4,2,4,4,3,2,4,4,3,2,4,3,4,4,4,3,2,2,3,2,4,2,3,2,2,3,4,1.375,2.25,1.25,2.25
STU_0523,UNMSM,3.5,3.2,3.3,3.3333333333333335,Bajo,Bajo,Medio,Bajo,0,4,3,4,3,4,2,4,4,3,4,4,3,4,4,4,2,4,3,3,1,2,3,4,5,4,4,3,3,3,2,2.125,3.375,2.75,3.375
STU_0524,UNMSM,3.6,3.8,3.4,3.6,Medio,Alto,Medio,Medio,1,4,3,4,2,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,3,5,4,5,3,4,3,2,2,3,2.0,1.875,1.5,1.875
STU_0525,UNMSM,3.7,3.3,3.6,3.533333333333333,Medio,Bajo,Medio,Medio,0,4,4,4,4,3,3,4,4,3,4,3,4,4,3,4,3,3,4,3,2,3,5,4,4,2,4,4,3,4,3,2.0,3.375,2.5,3.375
STU_0527,UNMSM,3.0,3.4,2.9,3.1,Bajo,Medio,Bajo,Bajo,0,3,3,4,4,3,2,3,3,2,3,4,3,4,2,3,3,4,4,4,3,2,4,3,3,1,3,1,5,4,3,2.5,3.25,3.5,3.25
STU_0528,UNMSM,3.9,3.3,2.2,3.133333333333333,Alto,Bajo,Bajo,Bajo,0,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,3,3,2,1,2,3,4,3,3,2,2,1,1,1.75,2.5,2.0,2.5
STU_0529,UNMSM,4.1,3.0,4.1,3.733333333333333,Alto,Bajo,Alto,Medio,0,4,4,4,4,4,5,4,4,4,4,3,3,4,2,4,3,3,3,4,1,3,5,5,5,5,5,5,4,3,1,1.625,1.75,1.25,1.75
STU_0530,UNMSM,3.7,3.7,4.1,3.8333333333333335,Medio,Alto,Alto,Alto,1,4,4,4,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,2,3,5,4,5,3,5,4,4,5,3,2.375,1.75,1.75,1.75
STU_0531,UNMSM,4.1,3.6,4.1,3.933333333333333,Alto,Medio,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,3,3,4,4,4,4,4,2,3,5,5,5,3,3,5,3,4,5,1.25,1.625,1.0,1.625
STU_0532,UNMSM,3.8,3.6,4.0,3.8000000000000003,Medio,Medio,Alto,Alto,0,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,2,4,5,4,5,3,4,4,3,4,4,1.625,2.0,1.75,2.0
STU_0533,UNMSM,2.9,3.1,3.1,3.033333333333333,Bajo,Bajo,Bajo,Bajo,0,2,2,3,3,2,3,3,4,3,4,4,3,3,3,3,3,3,4,4,1,5,4,3,4,3,3,4,3,1,1,1.875,1.75,2.25,1.75
STU_0534,UNMSM,3.5,3.2,3.3,3.3333333333333335,Bajo,Bajo,Medio,Bajo,0,4,3,4,4,3,3,4,4,2,4,4,3,3,2,3,4,4,3,3,3,3,2,4,4,3,3,4,2,3,5,1.25,2.25,1.0,2.25
STU_0535,UNMSM,3.6,3.3,3.2,3.366666666666667,Medio,Bajo,Bajo,Medio,0,4,4,4,3,4,3,4,3,4,3,4,3,4,4,4,4,3,2,3,2,2,4,3,1,3,4,4,4,4,3,2.0,3.5,3.0,3.5
STU_0536,UNMSM,3.4,3.7,4.4,3.8333333333333335,Bajo,Alto,Alto,Alto,0,4,4,4,2,4,2,4,4,2,4,4,4,4,3,4,4,4,4,4,2,4,5,5,5,1,5,5,5,4,5,1.125,1.375,1.25,1.375
STU_0537,UNMSM,3.5,3.5,3.4,3.466666666666667,Bajo,Medio,Medio,Medio,0,4,3,4,3,4,4,3,3,4,3,4,4,4,3,4,4,3,3,4,2,3,5,3,5,2,3,3,4,3,3,1.125,2.375,1.25,2.375
STU_0538,UNMSM,4.1,3.5,3.9,3.8333333333333335,Alto,Medio,Alto,Alto,1,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,3,4,4,1,3,5,4,5,1,4,4,4,4,5,1.75,1.5,1.0,1.5
STU_0539,UNMSM,3.6,3.3,3.0,3.3000000000000003,Medio,Bajo,Bajo,Bajo,0,3,4,4,4,3,2,4,4,4,4,3,4,4,3,3,3,4,4,3,2,1,5,3,5,2,5,4,2,2,1,1.625,2.875,1.25,2.875
STU_0540,UNMSM,3.7,3.4,3.2,3.4333333333333336,Medio,Medio,Bajo,Medio,0,4,4,4,3,4,4,4,3,4,3,4,4,4,2,4,4,3,3,4,2,4,5,3,5,1,4,3,1,2,4,1.375,2.125,1.25,2.125
STU_0541,UNMSM,3.1,3.2,2.5,2.9333333333333336,Bajo,Bajo,Bajo,Bajo,0,2,4,3,2,3,4,4,4,3,2,4,4,4,4,4,3,4,2,2,1,1,2,2,5,4,2,3,2,2,2,1.0,1.0,1.0,1.0
STU_0542,UNMSM,3.6,3.4,2.4,3.1333333333333333,Medio,Medio,Bajo,Bajo,1,4,4,4,3,2,4,4,4,3,4,4,4,4,2,4,3,4,3,4,2,2,3,2,3,2,3,2,2,2,3,2.875,3.375,4.25,3.375
STU_0543,UNMSM,3.8,3.5,3.1,3.466666666666667,Medio,Medio,Bajo,Medio,0,4,4,3,4,3,5,4,3,4,4,4,3,4,3,4,4,3,4,4,2,3,4,2,5,2,4,3,4,2,2,1.875,2.375,2.25,2.375
STU_0544,UNMSM,3.8,3.5,3.3,3.533333333333333,Medio,Medio,Medio,Medio,0,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,4,3,4,2,2,5,2,5,3,4,3,3,3,3,1.75,2.5,2.0,2.5
STU_0545,UNMSM,2.8,2.5,3.1,2.8000000000000003,Bajo,Bajo,Bajo,Bajo,0,4,2,3,2,3,5,2,2,3,2,2,2,3,3,3,3,2,3,3,1,1,3,2,4,5,5,5,4,1,1,1.375,2.25,1.75,2.25
STU_0546,UNMSM,3.5,3.7,3.4,3.533333333333333,Bajo,Alto,Medio,Medio,0,4,4,4,3,3,3,4,4,3,3,4,3,4,4,4,4,4,3,4,3,3,4,4,5,3,3,3,3,3,3,1.25,1.0,1.0,1.0
STU_0547,UNMSM,3.3,3.3,2.9,3.1666666666666665,Bajo,Bajo,Bajo,Bajo,1,4,3,4,4,2,3,4,4,2,3,4,3,3,4,4,4,4,3,3,1,1,4,3,5,3,4,3,2,1,3,2.25,2.25,2.0,2.25
STU_0548,UNMSM,3.5,3.9,3.4,3.6,Bajo,Alto,Medio,Medio,0,4,4,3,4,4,2,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,2,4,3,1.0,1.375,1.0,1.375
STU_0549,UNMSM,4.1,3.7,4.2,4.0,Alto,Alto,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,4,5,5,5,4,3,4,5,1.0,1.25,1.0,1.25
STU_0551,UNMSM,3.2,2.9,2.4,2.8333333333333335,Bajo,Bajo,Bajo,Bajo,0,3,4,3,3,4,2,3,3,4,3,3,3,4,2,3,3,3,4,3,1,1,2,3,5,3,4,3,1,1,1,1.75,3.375,1.5,3.375
STU_0552,UNI,3.4,3.6,3.2,3.4,Bajo,Medio,Bajo,Medio,1,3,3,4,4,3,2,4,4,3,4,3,4,4,3,4,3,4,4,4,3,2,4,4,3,4,4,3,3,3,2,3.625,3.5,3.75,3.5
STU_0554,UNMSM,3.7,3.8,3.0,3.5,Medio,Alto,Bajo,Medio,0,3,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,2,3,4,4,2,3,4,3,2,3,1.0,2.375,1.0,2.375
STU_0555,UNI,3.7,3.7,3.5,3.6333333333333333,Medio,Alto,Medio,Medio,1,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,3,4,3,5,3,5,3,3,3,3,2.25,2.375,2.0,2.375
STU_0556,UNI,3.5,2.3,3.5,3.1,Bajo,Bajo,Medio,Bajo,1,4,3,4,3,4,4,4,3,4,2,4,1,3,1,3,2,3,2,3,1,1,3,5,5,2,4,4,4,2,5,3.375,3.75,4.25,3.75
STU_0557,UNI,3.6,3.4,3.4,3.466666666666667,Medio,Medio,Medio,Medio,1,3,4,4,3,3,4,4,4,3,4,4,4,4,3,3,3,4,2,4,3,2,4,5,5,2,4,4,3,3,2,2.75,2.875,2.5,2.875
STU_0558,UNI,3.7,3.6,3.2,3.5,Medio,Medio,Bajo,Medio,1,4,4,4,4,3,4,4,2,4,4,4,4,4,3,4,3,4,4,4,2,3,3,4,4,4,4,3,3,3,1,1.875,2.625,1.75,2.625
STU_0559,UNMSM,3.1,3.5,3.9,3.5,Bajo,Medio,Alto,Medio,0,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,3,4,3,3,3,3,5,4,5,3,4,4,4,4,3,2.0,2.5,2.5,2.5
STU_0560,UNMSM,3.4,3.1,3.0,3.1666666666666665,Bajo,Bajo,Bajo,Bajo,0,3,4,3,3,3,4,3,4,3,4,3,4,3,4,3,2,3,3,4,2,2,2,3,5,3,5,3,1,3,3,1.875,2.0,2.25,2.0
STU_0561,UNI,3.6,3.9,3.9,3.8000000000000003,Medio,Alto,Alto,Alto,0,4,4,4,4,3,2,4,4,3,4,4,4,4,3,4,4,4,4,4,4,5,5,4,4,3,4,4,4,3,3,2.0,2.875,2.0,2.875
STU_0562,UNI,3.2,3.6,3.2,3.3333333333333335,Bajo,Medio,Bajo,Bajo,1,3,1,3,4,3,5,3,3,4,3,3,4,4,4,3,3,3,4,4,4,3,4,3,5,2,4,3,4,3,1,3.375,2.5,3.25,2.5
STU_0563,UNMSM,3.2,2.9,3.0,3.033333333333333,Bajo,Bajo,Bajo,Bajo,1,3,3,3,3,3,5,3,1,4,4,2,2,2,4,4,3,4,3,1,4,4,2,4,2,5,1,3,5,1,3,2.5,3.75,3.5,3.75
STU_0564,UNI,3.1,2.9,2.6,2.8666666666666667,Bajo,Bajo,Bajo,Bajo,0,3,2,3,4,2,3,4,4,3,3,2,3,4,4,3,3,4,2,2,2,2,3,3,4,4,2,2,2,3,1,1.875,3.5,2.25,3.5
STU_0565,UNMSM,4.1,3.6,4.0,3.9,Alto,Medio,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,1,3,5,4,5,1,5,4,3,5,5,1.875,1.875,1.75,1.875
STU_0566,UNI,3.4,3.2,3.0,3.1999999999999997,Bajo,Bajo,Bajo,Bajo,0,4,3,3,4,3,2,4,3,4,4,3,3,4,3,4,4,3,2,3,3,2,4,2,5,3,4,2,4,1,3,1.5,2.375,1.5,2.375
STU_0567,UNMSM,3.5,3.8,3.0,3.4333333333333336,Bajo,Alto,Bajo,Medio,0,4,3,3,4,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,3,2,4,2,4,1,4,3,3,3,4,1.875,2.5,2.75,2.5
STU_0569,UNMSM,3.6,2.9,3.2,3.233333333333333,Medio,Bajo,Bajo,Bajo,0,3,4,3,4,4,4,4,3,4,3,3,3,3,2,4,3,3,2,4,2,3,4,4,3,4,3,3,2,3,3,2.25,2.75,3.0,2.75
STU_0570,UNI,3.5,3.2,2.6,3.1,Bajo,Bajo,Bajo,Bajo,0,4,2,4,4,4,3,3,3,4,4,4,3,4,2,3,3,3,4,4,2,3,5,3,5,2,3,2,1,1,1,2.125,1.875,2.25,1.875
STU_0571,UNMSM,3.8,3.5,3.9,3.733333333333333,Medio,Medio,Alto,Medio,0,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,3,3,5,4,5,1,4,5,5,3,4,2.125,1.875,3.25,1.875
STU_0572,UNI,3.1,3.2,2.5,2.9333333333333336,Bajo,Bajo,Bajo,Bajo,1,3,2,3,3,3,3,3,4,4,3,2,4,4,3,3,4,4,3,4,1,1,3,1,5,5,4,3,1,1,1,3.875,4.125,3.25,4.125
STU_0573,UNI,3.7,3.9,3.4,3.6666666666666665,Medio,Alto,Medio,Medio,0,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,2,3,4,3,4,4,4,3,3,4,1.875,2.75,2.25,2.75
STU_0574,UNMSM,3.2,3.1,2.9,3.066666666666667,Bajo,Bajo,Bajo,Bajo,0,3,4,2,4,3,4,3,4,3,2,3,2,3,3,2,4,3,3,4,4,3,3,2,2,4,3,2,3,3,4,2.25,3.0,3.0,3.0
STU_0575,UNI,3.3,3.5,3.2,3.3333333333333335,Bajo,Medio,Bajo,Bajo,0,4,3,4,3,3,2,4,3,3,4,4,4,4,4,4,4,3,3,4,1,1,4,3,4,2,4,4,4,3,3,1.125,2.125,1.25,2.125
STU_0576,UNMSM,3.2,3.5,3.7,3.466666666666667,Bajo,Medio,Medio,Medio,0,4,4,3,2,3,4,3,3,3,3,4,3,4,4,4,4,4,3,3,2,4,5,4,5,2,4,3,3,5,2,2.625,2.0,3.25,2.0
STU_0577,UNI,3.9,3.7,3.8,3.7999999999999994,Alto,Alto,Medio,Alto,0,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,5,5,4,2,4,4,4,4,4,2.25,2.375,3.0,2.375
STU_0578,UNI,4.0,3.5,3.8,3.766666666666667,Alto,Medio,Medio,Alto,0,4,4,4,4,4,5,4,3,4,4,4,4,4,3,4,4,4,3,4,1,1,3,3,5,5,5,4,4,4,4,1.0,1.75,1.0,1.75
STU_0580,UNI,3.6,4.0,3.9,3.8333333333333335,Medio,Alto,Alto,Alto,0,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,1,4,5,5,3,4,1.5,1.5,1.5,1.5
STU_0581,UNMSM,3.9,3.4,3.2,3.5,Alto,Medio,Bajo,Medio,1,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,2,4,2,2,4,3,4,2,5,4,3,3,2,2.25,2.125,1.0,2.125
STU_0582,UNI,3.8,3.5,3.9,3.733333333333333,Medio,Medio,Alto,Medio,0,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,1,3,5,4,5,2,4,4,4,5,3,2.125,1.375,2.75,1.375
STU_0583,UNMSM,3.9,3.4,3.8,3.6999999999999997,Alto,Medio,Medio,Medio,0,3,4,4,4,4,5,3,4,4,4,3,4,4,2,4,4,3,4,4,2,2,5,5,5,2,5,5,2,2,5,2.125,2.5,2.25,2.5
STU_0584,UNI,3.9,3.7,3.4,3.6666666666666665,Alto,Alto,Medio,Medio,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,4,4,3,2,4,4,4,3,3,1.5,1.625,2.0,1.625
STU_0585,UNI,3.1,3.6,4.0,3.5666666666666664,Bajo,Medio,Alto,Medio,1,3,3,4,3,4,4,2,2,4,2,4,4,4,3,4,4,4,3,4,2,5,3,4,5,3,3,4,4,5,4,2.125,2.125,1.75,2.125
STU_0586,UNI,3.8,3.4,4.2,3.7999999999999994,Medio,Medio,Alto,Alto,0,4,4,4,4,4,2,4,4,4,4,4,3,4,3,4,3,4,4,4,1,5,5,4,4,5,4,3,4,5,3,1.125,1.0,1.25,1.0
STU_0587,UNI,3.8,3.1,2.6,3.1666666666666665,Medio,Bajo,Bajo,Bajo,0,4,4,4,3,4,4,3,4,4,4,4,4,3,3,3,3,2,3,4,2,3,4,3,1,2,3,3,2,4,1,1.75,3.375,2.0,3.375
STU_0588,UNI,3.8,3.6,4.1,3.8333333333333335,Medio,Medio,Alto,Alto,0,4,4,3,4,4,4,3,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,5,4,4,4,4,4,4,4,1.625,2.0,1.75,2.0
STU_0589,UNI,4.1,3.8,4.3,4.066666666666666,Alto,Alto,Alto,Alto,1,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,5,5,5,4,5,3,5,3,2.125,2.375,1.75,2.375
STU_0590,UNI,3.4,3.8,4.1,3.766666666666666,Bajo,Alto,Alto,Alto,0,3,3,3,3,4,2,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,5,5,3,5,4,5,5,3,3,2.25,2.875,3.0,2.875
STU_0591,UNI,2.9,2.9,2.8,2.8666666666666667,Bajo,Bajo,Bajo,Bajo,1,3,2,3,4,2,3,3,2,3,4,2,2,4,3,3,3,2,4,3,3,2,3,2,3,3,2,3,4,3,3,2.875,3.375,3.25,3.375
STU_0592,UNI,3.1,3.1,3.6,3.266666666666667,Bajo,Bajo,Medio,Bajo,1,4,3,3,3,3,2,3,3,4,3,3,3,2,3,3,3,4,4,3,3,4,4,3,3,4,4,3,3,5,3,3.0,3.875,3.5,3.875
STU_0593,UNI,4.1,3.5,3.0,3.533333333333333,Alto,Medio,Bajo,Medio,0,4,4,4,4,4,5,4,4,4,4,4,3,4,2,4,4,4,4,4,2,1,3,4,5,4,5,1,1,1,5,1.0,1.25,1.0,1.25
STU_0594,UNI,2.9,2.9,2.8,2.8666666666666667,Bajo,Bajo,Bajo,Bajo,1,3,3,3,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,4,3,3,3,4,3,3,2,2,1,4,3.25,3.375,4.0,3.375
STU_0595,UNI,4.1,3.6,4.2,3.9666666666666663,Alto,Medio,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,1,4,4,5,5,1,5,4,4,5,5,1.0,1.0,1.0,1.0
STU_0596,UNI,4.1,3.4,3.1,3.533333333333333,Alto,Medio,Bajo,Medio,1,4,4,4,4,4,5,4,4,4,4,4,3,4,2,4,4,4,4,4,1,1,2,5,5,5,5,1,1,1,5,2.25,2.25,2.0,2.25
STU_0597,UNI,3.2,3.2,4.2,3.5333333333333337,Bajo,Bajo,Alto,Medio,0,3,4,3,3,3,3,3,3,4,3,4,4,4,2,3,4,3,3,3,2,5,5,4,5,1,4,5,4,5,4,2.375,2.25,2.75,2.25
STU_0598,UNI,3.9,3.3,3.3,3.5,Alto,Bajo,Medio,Medio,1,4,4,4,4,4,4,3,4,4,4,4,3,4,2,4,4,3,4,3,2,3,3,4,5,2,4,3,2,2,5,1.75,1.125,1.5,1.125
STU_0599,UNI,4.3,3.7,3.9,3.966666666666667,Alto,Alto,Alto,Alto,0,4,4,4,4,4,5,4,4,5,5,4,4,4,3,4,4,4,5,4,1,4,4,5,5,2,5,4,4,1,5,2.125,1.875,2.25,1.875
STU_0600,UNI,3.6,3.0,3.2,3.266666666666667,Medio,Bajo,Bajo,Bajo,1,4,3,4,3,4,4,3,3,4,4,3,3,3,2,3,4,3,3,3,3,3,3,3,5,3,4,3,2,2,4,2.75,2.0,2.5,2.0
STU_0601,UNI,3.2,3.4,3.9,3.5,Bajo,Medio,Alto,Medio,0,3,4,3,3,3,3,3,3,4,3,4,4,4,2,3,4,4,3,4,2,4,4,3,5,2,4,4,5,4,4,2.125,1.75,2.25,1.75
STU_0602,UNI,4.0,3.5,2.8,3.4333333333333336,Alto,Medio,Bajo,Medio,0,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,2,1,2,4,5,5,4,1,1,1,4,2.0,2.375,2.0,2.375
STU_0603,UNI,4.0,3.6,4.4,4.0,Alto,Medio,Alto,Alto,0,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,5,5,5,5,1,5,5,4,4,5,2.0,2.875,2.0,2.875
STU_0604,UNI,3.4,2.6,3.3,3.1,Bajo,Bajo,Medio,Bajo,1,4,3,3,4,3,2,3,4,4,4,3,2,3,2,3,2,2,2,3,4,3,2,2,3,4,4,5,4,3,3,3.625,3.125,3.75,3.125
STU_0605,UNI,3.8,3.3,3.3,3.4666666666666663,Medio,Bajo,Medio,Medio,0,4,4,4,3,4,4,3,4,4,4,4,3,3,2,4,4,3,4,4,2,2,3,4,5,4,4,2,2,2,5,2.25,2.125,2.5,2.125
STU_0606,UNI,3.5,3.0,3.1,3.1999999999999997,Bajo,Bajo,Bajo,Bajo,1,4,4,3,3,4,3,3,3,4,4,3,3,3,2,3,4,3,3,3,3,3,3,3,5,2,4,3,2,2,4,2.625,2.0,2.25,2.0
STU_0607,UNI,4.0,3.7,3.8,3.8333333333333335,Alto,Alto,Medio,Alto,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,3,4,5,4,2,5,3,4,3,5,1.25,1.25,1.5,1.25
STU_0608,UNI,4.0,3.5,3.1,3.533333333333333,Alto,Medio,Bajo,Medio,0,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,2,2,2,5,4,4,5,2,1,2,4,2.125,2.125,2.25,2.125
STU_0609,UNI,3.7,3.2,3.6,3.5,Medio,Bajo,Medio,Medio,0,4,4,4,3,4,3,3,4,4,4,3,4,3,2,4,4,3,3,3,3,4,4,4,4,2,4,4,3,3,4,2.25,2.25,2.5,2.25
STU_0610,UNI,4.0,3.4,3.6,3.6666666666666665,Alto,Medio,Medio,Medio,0,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,4,4,4,4,2,3,4,4,5,2,4,3,3,3,5,2.125,2.125,2.25,2.125
STU_0611,UNI,4.1,3.4,3.0,3.5,Alto,Medio,Bajo,Medio,0,4,4,4,4,4,5,4,4,4,4,4,3,4,2,4,4,4,4,4,1,1,3,5,4,4,5,1,1,2,4,1.125,1.5,1.25,1.5
STU_0612,UNI,3.6,3.3,3.4,3.4333333333333336,Medio,Bajo,Medio,Medio,1,3,4,4,3,4,3,4,3,4,4,4,3,4,2,3,3,4,4,3,3,3,3,4,4,3,4,3,3,3,4,2.875,2.5,3.25,2.5
STU_0613,UNI,4.1,3.6,4.0,3.9,Alto,Medio,Alto,Alto,1,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,1,4,4,4,5,1,5,4,4,4,5,2.0,1.0,1.0,1.0
STU_0614,UNMSM,3.4,3.0,2.9,3.1,Bajo,Bajo,Bajo,Bajo,0,3,4,3,3,4,3,3,4,3,4,3,3,3,2,3,4,3,3,3,3,3,3,3,4,2,4,3,2,2,3,2.375,2.375,2.75,2.375
STU_0615,UNMSM,4.0,3.5,3.7,3.733333333333333,Alto,Medio,Medio,Medio,0,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,2,3,4,4,5,2,5,3,3,3,5,1.25,1.375,1.5,1.375
STU_0616,UNMSM,3.2,2.9,2.9,3.0,Bajo,Bajo,Bajo,Bajo,1,3,3,4,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,2,2,2,4,3.0,2.625,3.0,2.625
STU_0617,UNMSM,4.1,3.6,3.8,3.8333333333333335,Alto,Medio,Medio,Alto,1,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,1,3,4,5,5,2,5,3,3,3,5,1.5,1.0,1.0,1.0
STU_0618,UNMSM,3.2,2.7,2.7,2.866666666666667,Bajo,Bajo,Bajo,Bajo,1,3,3,3,3,4,3,3,3,3,4,3,1,3,2,3,3,3,3,3,3,2,2,3,4,4,3,2,2,1,4,3.125,3.25,3.75,3.25
STU_0619,UNI,4.1,3.6,4.0,3.9,Alto,Medio,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,1,4,4,5,5,1,5,4,5,4,3,1.0,1.0,1.0,1.0
STU_0620,UNI,3.5,3.0,3.1,3.1999999999999997,Bajo,Bajo,Bajo,Bajo,0,4,3,4,3,4,3,3,4,3,4,3,3,3,2,3,4,3,3,3,3,3,3,4,4,2,4,3,2,2,4,2.25,2.0,2.5,2.0
STU_0621,UNI,4.0,3.6,3.7,3.766666666666667,Alto,Medio,Medio,Alto,0,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,3,4,4,5,2,5,3,3,3,5,1.75,1.25,1.5,1.25
STU_0622,UNI,3.6,3.1,3.3,3.3333333333333335,Medio,Bajo,Medio,Bajo,0,4,4,3,3,4,3,3,4,4,4,4,3,4,2,3,3,3,3,3,3,3,3,4,4,2,4,3,3,3,4,2.25,2.125,2.5,2.125
STU_0623,UNI,4.1,3.6,4.1,3.933333333333333,Alto,Medio,Alto,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,1,4,4,5,5,1,5,4,4,4,5,1.0,1.0,1.0,1.0
STU_0624,UNI,3.4,3.0,2.9,3.1,Bajo,Bajo,Bajo,Bajo,1,3,4,3,4,3,3,3,4,3,4,3,3,3,2,3,4,3,3,3,3,3,3,3,4,2,4,3,2,2,3,2.875,2.375,2.75,2.375
STU_0625,UNI,4.0,3.6,3.7,3.766666666666667,Alto,Medio,Medio,Alto,0,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,3,4,4,5,2,5,3,3,3,5,1.5,1.25,1.5,1.25
STU_0626,UNI,3.1,3.0,3.2,3.1,Bajo,Bajo,Bajo,Bajo,0,4,3,4,3,4,4,3,2,2,2,4,3,4,2,3,3,3,3,3,2,3,3,3,5,2,4,3,2,3,4,2.125,2.0,2.25,2.0
STU_0627,UNI,3.2,2.8,2.9,2.966666666666667,Bajo,Bajo,Bajo,Bajo,1,3,3,3,3,4,3,3,3,4,3,3,2,3,2,3,3,3,3,3,3,3,3,3,4,3,3,2,2,2,4,3.0,2.875,3.5,2.875
STU_0628,UNI,4.1,3.6,3.8,3.8333333333333335,Alto,Medio,Medio,Alto,0,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,1,3,4,5,5,2,5,3,3,3,5,1.0,1.0,1.0,1.0
