ID_Estudiante,Universidad,Edad,Sexo,Semestre,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,A1_Interrupcion,A2_Desaprobados,A3_Retirados,A4,A5,A6,A7,A8,L1,L2,L3,L4,L5,L6,L7,L8,Calidad_Percibida,BC1,BC2,BC3,BC4,BT1,BT2,BT3,BT4,BP1,BP2,BP3,BP4,Flag_Inconsistencia,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Riesgo_Total,A5_Dificultad_num,A6_Consideracion_Abandono_num,A7_Exigencia_num,A8_Retrasos_num,L1_num,L2_num,L3_num,L4_num,L5_num,L6_num,L7_num,L8_num,Score_Riesgo_Academico,Score_Riesgo_LMS,Score_Riesgo_Continuidad,Indice_Coherencia,Analisis_Cuali,Flag_Inconsistencia_IA
STU_0252,UNI,,,,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3,2,2,1,3,3,2,2,2,1,Sí,En un Curso,No,,2,3,4,3,5,3.0,4,4,5,4,4,4,,uso informacion de universidades o paginas concretas,algunas paginas tenian datos desactualizados,si porque me permitio seccionar informacion mas util,me siento inseguro cuando encuentro informacion en redes sociales,fue aceptable aunque algunos plataformas fallaban,el internet se iba seguido y trataba de conetarme desde otro lugar,facilito mi adaptacion porque aprendi rapido a usar las plataformas,mayor orientacion al inicio del ciclo,regular ya que no todos colaboraban igual,me senti acompñado en cursos donde habia mas comunicacion,si porque conversar con compañeros ayudaba bastante,participar constante mejoro mi disciplina,False,2.0,2.0,2.1,2.033333333333333,1,3,3,3,3,5,3.0,4,4,5,4,4,4,2.5,4.125,4.0,,,False
STU_0253,UNI,,,,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,,3.0,4.0,2.0,3.0,,4.0,3.0,,3.0,4.0,3,3,3,4,4,4,4,3,4,4,No,En un Curso,No,,1,1,1,1,1,3.0,1,1,1,1,1,1,,segun su fuente direccion electronica y la reputacion de esta,ninguna,si me ayudo a ser minuciosa,inseguridad al usar alguna fuente de externo a la universidad,muy buena,caida de la pagina,si toda la informacion a la palma de la mano,videos y anadir IA,muy buena,aislado ya que alli no es como presencial,"si, en el aula se contagia la vibra de estudio",cursos 100% virtuales dificlmente me concentro,False,3.111111111111111,3.25,3.6,3.333333333333333,0,3,3,3,3,1,3.0,1,1,1,1,1,1,2.0,1.25,2.0,,,False
STU_0254,UNI,,,,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4,4,4,3,4,3,3,2,2,3,Sí,Nunca,No,,2,2,2,2,2,3.0,2,2,2,2,2,2,,paginas confiables y articulos cientificos,era dificil saber que informacion era actual,ayuda a mejorar mis investigaciones,me siento seguro usando fuentes academicas,fue positiva y util,tuve problemas con mi laptop y use otra computadora,facilito mi continuidad en los cursos,mas capacitaciones virtuales,buna experiencia en actividades grupales,me senti acompañada gracias a mis amigos,los docentes motivan a seguir,participar aumento mi compromiso,False,3.2,3.0,3.2,3.1333333333333333,1,3,3,3,3,2,3.0,2,2,2,2,2,2,2.5,2.125,4.0,,,False
STU_0255,UNI,,,,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3,5,4,4,3,4,4,4,4,4,No,Nunca,No,,1,1,1,1,1,3.0,1,1,1,1,1,1,,acuidiendo a las reseñas bibliograficas. ademas uso sitios netamente academicos,ninguna,"no necesariamente, ya quue suelo adaptarme rapido",me he sentido mas seguro cuando obtengo informacion directamente de la universidad,"increible, ya que facilito mucho la solucion de problemas academicos, ahorr amucho tiempo",ninguno,"se me facilito, ya que manejo muy bien las plataformas virtuales",programas mas sofiticados,excelente ahorra tiempo,lo normal,"docente, a vaces no saben manejar las plataformas virtuales. no estan capacitados",positivamente,False,3.6,3.6,3.9,3.7,0,3,3,3,3,1,3.0,1,1,1,1,1,1,2.0,1.25,2.0,,,False
STU_0256,UNI,,,,4.0,3.0,4.0,,,4.0,4.0,,,4.0,,3.0,4.0,,,4.0,3.0,,1.0,4.0,2,5,3,3,2,4,1,2,4,1,No,Nunca,No,,2,2,1,1,1,3.0,1,2,5,1,1,4,,la información que utilizo mayormente es de google academico,la dificultad que tuve es cuando las IA me dan vinculos de enlace que no son verdaderas,"en mi desempeño academico si, ya que me ayuda a entender mejor los temas",en proyectos con inteligencia artificial,mi experiencia es buena ya que varias herramientas me salvaron de aputos en temas academicos,"los problemas es que la plataforma se congelaba o no queria funcionar, los tecnicos tuvieron que arreglar",yo creo que facilitan ya que en la virtualidad puedes estar en cualquier lugar y hora mas rapido osea accesible,mas contenidos de los cursos virtuales,nunca participe siempre observaba,aislada ya que no me gusta intercatuar solo hacer las tareas,no solo el material que me dan en la modalidad virtual,bueno ha impactado para bien ya que en virtual todo es mejor y mas accesible,False,3.8333333333333335,3.1666666666666665,2.7,3.136363636363636,0,3,3,3,3,1,3.0,1,2,5,1,1,4,2.0,2.25,2.0,,,False
STU_0257,UNI,,,,,4.0,,,,,4.0,,4.0,,4.0,4.0,,4.0,,,,,,,5,4,5,5,1,4,5,5,4,5,No,En dos o más,No,,4,4,5,5,4,3.0,4,5,5,5,4,5,,si con videos de yt o papers,casi nada,si por las notas,cuando va de acuerdo con lo que enseño el profesor,Sin respuesta.,si lo resolvi,si han facilitado mejor yso de las herramientas digitales,mejor entendimiento de clase,muy buena,acompañado por trabajos grupales,si porque se acomoda al sistema presencial y es muy entendible,buscar mas informacion relacionada a mi carrera,False,4.0,4.0,4.3,4.1875,1,3,3,3,3,4,3.0,4,5,5,5,4,5,2.0,4.375,2.0,,,False
STU_0258,UNI,,,,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3,3,5,5,1,3,1,4,4,5,Sí,Nunca,No,,3,4,3,3,3,3.0,4,3,3,4,4,1,,noticieros y centro,no hay informacion completa,no tanto,si,no muy buena,si por problemas de internet,algunas ocasiones por la informacion,sobre las ppt,no muy buena,aislado,si porque se me hace,a hacer compañeros via web,False,3.4,3.6,3.4,3.466666666666667,1,3,3,3,3,3,3.0,4,3,3,4,4,1,2.5,3.125,4.0,,,False
STU_0259,UNI,,,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,,4.0,4.0,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3,5,4,4,1,5,4,3,3,3,No,En un Curso,No,,4,2,4,2,1,3.0,1,1,2,2,2,3,,al ver las fuentes bibliograficas,a veces por no tener un texto o fuente confiable no se puede comprender el tema o estudiar al 100%,"ayudaba bastante, me permite presentar mejores trabajos",cuando no hay fuentes concretas,"buena y muy funcional, ayuda mucho para ver los cursos pdfs y organizarte mejor","si, muchas veces el internet, la conexcion o señal se iba muchas veces, lo solucione compartiendo datos de algun celular o la computadora","si, creo que mientras te sientas mas familiarizado con los controles, comandos mejor es la experiencia",un apoyo mutuo entre docentes y alumnos,depende de los compañeros con los que trabajes ello influye mucho en el ambiente y avance del proyecto,si me he sentido algo asilada en algunos espacios,"si porque no me mantuve de forma virtual, algunas veces los profesores no le ponen muchas ganas o incluso los alumnos",los entornos virtuales no han sido de mi agrado pero la verdad ha ayudado en ponerle mas compromiso a algunas actividades,False,3.875,3.888888888888889,3.5,3.740740740740741,0,3,3,3,3,1,3.0,1,1,2,2,2,3,2.0,1.875,2.0,,,False
STU_0260,UNI,,,,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2,4,2,2,2,2,2,2,2,2,No,En un Curso,No,,4,3,4,4,4,3.0,3,3,4,4,4,3,,comparo informacion entre varias fuentes academica,habia demasiada informacion y tomaba tiempo revisarla,evito que use informacion incorrecta,me siento mas seguro usando libros digitales,fue  regular pero util,tuve problemas d einternet,facilito mi continuidad en clases virtuales,mas soporte tecnico durante clases,buena aunque algunos compañeros no responden,me senti acompañado por mi grupo de estudio,conversar ayudaba a seguir motivado,participar mas me hizo ser organizado,False,3.6,2.8,2.2,2.8666666666666667,1,3,3,3,3,4,3.0,3,3,4,4,4,3,2.0,3.5,2.0,,,False
STU_0261,UNI,,,,3.0,4.0,,4.0,2.0,3.0,4.0,1.0,1.0,2.0,4.0,,4.0,3.0,4.0,,,,3.0,4.0,2,4,2,3,2,5,3,2,1,4,No,Nunca,No,,2,3,2,4,2,3.0,3,2,3,1,3,2,,busco exactamente la misma informacion en otras fuentes y uso la IA para comprobar,"no muchas, la informacion tiende a ser correcta, aunque los profesores universitarios si suelen ser mas estrictos con eso","puede que si, no he tenido muchos inconvenientes por eso, si revisa la informacion, lo suficiente para que pase desapercibido","mas seguro usando textos academicos, mas inseguro usando la IA o paginas no respaldadas cientificamente",son muy utiles para tener administrado toda tu informacion academica,a veces problemas con el internet (son los mas frecuentes) pero el cable de internet eh podido solucionar,"lo facilitan bastante, ya que poseo un buen manejo de estos y se me es natural","si hubiera contado con la existencia de la IZ mucho antes , pude hablerle sacado un mejor provecho","buena y divertida, subjetivamente es mas comodo responder o trabajar asi, aunque no tan eficiente tambien","acompañado, mayormente a la comodidad de usar otras redes para la comunicacion",si porque sin ellos no seria muy diferente a tener clases presenciales,ha impactado de forma positiva porque manejo mucho mejor este tipo de entornos y me siento mas eficiente,False,2.6666666666666665,3.6666666666666665,2.8,2.96,0,3,3,3,3,2,3.0,3,2,3,1,3,2,2.0,2.375,2.0,,,False
STU_0262,UNI,,,,3.0,4.0,4.0,3.0,4.0,2.0,,4.0,3.0,2.0,4.0,,,4.0,4.0,4.0,3.0,,4.0,,3,4,4,3,1,5,3,3,2,4,No,Nunca,No,,1,1,1,1,3,3.0,2,3,4,2,4,2,,"paginas reconocidas, como estudios de universidades, revistas cientificas, autores de renombre",tener poco material para comparar,"si, ya que al ver muchos sitios con diferente informacion, leer cual es la mejor me ayuda a comprender el tema desde diferentes perspectivas",mas seguro cuando esta respaldado por un ente y menos seguro cuando son foros,"algunos cursos tienen poca informacion, pero con la informacion que poseen me es facil identificar que aprender","si inestabilidad de la red, plataformas caidas","ha facilitado, porque saber como usar las herramientas y aporender de ellas ayuda mucho",el uso de documentos en linea para trabajar en grupo,son pocos los cursos con estas actividades,"a veces solo por la falta de socializacion, no poder tener un trato directo con el docente",no porque la interaccion es poca,me agrada mucho las herramientas como la IA porque puedes preguntar y cuestionar sin sentir verguenza,False,3.2222222222222223,3.8333333333333335,3.2,3.36,0,3,3,3,3,3,3.0,2,3,4,2,4,2,2.0,2.875,2.0,,,False
STU_0263,UNI,,,,3.0,,4.0,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,4.0,,3.0,4.0,4.0,4.0,,4.0,3.0,2,5,3,4,2,4,3,3,5,3,No,Nunca,No,,4,4,4,2,1,3.0,1,3,4,2,2,4,,por los autores o confirmacion de otras fuentes de la misma o mayor relevancia,No,"si, ya que la mayoria de la informacion se saca de ahi y facilita mucho mis trabajos al tenertodo  a la mano","me he sentido seguro cuando e suna pagina de facil acceso, pero inseguro cuando es algo rebuscado y piden varios pasos para poder acceder","satisfactoria, ya que se puede hacer preguntas y sacar de la duda rapidamente ademas de que utilizarlo resulta ser eficiente",mas que todo por errores al momento en que deben de cargar la spaginas y a veces es muy lento o simplemente no reacciona,"si, la han facilitado debido a la accesibilidad que se tiene",una introduccion o herramientas digitales para su uso repsectivamente,"interactiva, debido a la facilidad que hay en comunicarse","acompañado, ya que se puede hablar en cualquier momento","si, ya que esto me permite hacer mas preguntas",de manera positiva,False,3.875,3.75,3.4,3.6538461538461537,0,3,3,3,3,1,3.0,1,3,4,2,2,4,2.0,2.5,2.0,,,False
STU_0264,UNI,,,,,4.0,4.0,2.0,,,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,,4,4,3,3,4,2,2,2,2,2,No,Nunca,No,,2,2,2,2,2,3.0,2,5,5,2,2,5,,google academico,informacion multiple,"si, porque es la capacidad es la base del curso y puedes jalar",con la informacion del profesor o de alguna persona con un buen rango acadenico,de manera eficiente para resolver mis dudas,no,"si, pude estar a la par de la clase del profesor",chat gpt,de manera ineficiente para poder realizar mis actividades,si no tene con quien hablar de mis dudas,si no aprendo de la misma manera,en no comprender los temas,False,3.4285714285714284,3.4444444444444446,2.8,3.1923076923076925,0,3,3,3,3,2,3.0,2,5,5,2,2,5,2.0,3.25,2.0,,,False
STU_0265,UNMSM,,,,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4,4,4,4,4,3,3,3,4,4,No,Nunca,No,,3,3,4,4,3,3.0,4,4,3,3,4,3,,viendo que venga de una plataforma confiable,a veces encuentro cosas contradictorias o fuentes no tan confiables,si porque me ayuda a  hacer mejores investigaciones,"bueno algo inseguro seria informacion de redes sociales, lo mas seguro es de articulos",ha sido buena permite acceder a materiales,"en cursos virtuales estan los problemas de internet o señal, se resolvio cambiando de wifi",si lo han facilitado porque me permite llegar a mas informacion,oues una buena herranmienta de estudiar,"buena, con mis compañeros trabajamos bien","un poco puede ser, por la distancia y no es lo mismo que un salon","si, fue de ayuda porque con mas gente o entre amigos e smas divertido",de buena forma aprecio mas las clases,False,3.4,3.6,3.7,3.566666666666667,0,3,3,3,3,3,3.0,4,4,3,3,4,3,2.0,3.375,2.0,,,False
STU_0266,UNMSM,,,,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,,3.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3,3,3,3,2,3,2,3,2,4,No,Nunca,No,,1,1,1,1,3,3.0,1,2,3,1,1,2,,al revisar diferentes fuentes que coindicen en contenido,no muchas,"si, me ayuda en escoger informacion confiable",cuando revisas de fuentes confiable con prestigio o incluso aquellas recomendadas por el maestro,"bastante bien, sabemos utilizar el google meet y el google classroom",hace años cuando la red de internet era bastante inestable,"si, el ya haber tenido experiencia con plataformas virtules ayudo bastante",Sin respuesta.,"bien, uno puede alcanzar a mas foros y recursos tecnologicos","me he sentido acompañdo, hay profesores muy atentos y prestos a brindar ayuda","la modalidad virtual resulto atractiva por varias razones, si el profesor realiza dinamicas, trabajos grupales puede haber una buena interaccion","alto, uno al empezar las practicas pre se hace mas sencillo comprometerse",False,3.4444444444444446,3.1,2.8,3.103448275862069,0,3,3,3,3,3,3.0,1,2,3,1,1,2,2.0,2.0,2.0,,,False
STU_0267,UNMSM,,,,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,2,3,3,3,4,3,3,3,2,4,No,Nunca,No,,3,3,2,2,2,3.0,3,3,2,4,3,2,,averigue la fuente y utilizo bibliotecas digitales de la universidad,fuentes falsas o uso de ia para distorcionar informacion,si ya que la calidad del contenido del curso influye,al momento de realizar ensayos o proyectos de tesis,bastante bueno dependiendo de las plataformas,problemas de conexion o poca informacion,han facilitado el uso de herramientas virtuales,capacitaciones acerca de cierto manejo de herramientas,buena participacion constante,no,si por el tipo de enseñanza,de forma negativa debido al cambio de modalidad,False,3.5,3.2,3.0,3.2333333333333334,0,3,3,3,3,2,3.0,3,3,2,4,3,2,2.0,2.75,2.0,,,False
STU_0268,UNMSM,,,,4.0,4.0,,,,2.0,3.0,4.0,4.0,4.0,,,,,,5.0,,,,,5,5,4,5,3,5,5,5,4,5,No,Nunca,No,,2,2,2,2,2,3.0,2,2,2,2,2,2,,ientifico fuentes confiables a traves de plataformas confiables e instituciones confiables,que en algunos temas que quiero buscar a veces no hay informacion suficiente,"si porque puedo desarrollar ensayos, mejoraron muchos aspectos en mi gramatica y cohesionar mis ideas",en google academico ya que me da informacion confiable,que son de mucha ayuda para realizar mis trabajos y mejorar mas en lo academico,solo que a veces algunas plataformas tiene contenidos costosos para buscar mas informacion,si facilita mucho ya que me ayuda organizar mejor los trabajos que realizo de manera individual y grupal,algunas clases que lleve de computacion,muy buenas ya que podemos conectarnos en linea y hacer el trabajo mas rapido,acompañada ya que todas pueden participar,si ya que ahora cuento con que nos podemos conectar todos en linea y hay competencia,impacto de manera eficiente ya que adquiero mas habilidades para mi conocimiento,False,3.571428571428572,5.0,4.6,4.222222222222222,0,3,3,3,3,2,3.0,2,2,2,2,2,2,2.0,2.125,2.0,,,False
STU_0269,UNMSM,,,,4.0,,4.0,3.0,4.0,4.0,3.0,4.0,,4.0,,4.0,,4.0,,2.0,3.0,4.0,,4.0,2,5,4,4,1,4,5,4,4,4,No,En un Curso,No,,2,1,3,2,2,3.0,1,2,3,3,2,3,,"por las fuentes. no confiaria tanto en un blog, sino en un documento oficial o certificado","que algunas fuentes se han intentado validar por si mismas, o que eso nos haga creer",diria que ha mejorado por la practica,en no hallar la evidencia que me sustente que sea verdadero,"buenas, si han ayudado tanto en orden y eficacia","si, ya sea por internet o mala comunicacion del grupo, he buscado otras alternativas","han ayudado, porque asi no me dejo engañar por cualquier cosa","block de notas, ppt",han sido buenas y divertidas,me acomodo a mi entorno la verdad,"si, hay mas intercambio de ideas",en que puedo mezclar lo fisico con lo virtual,False,3.75,3.5,3.7,3.6666666666666665,0,3,3,3,3,2,3.0,1,2,3,3,2,3,2.0,2.375,2.0,,,False
STU_0270,UNMSM,,,,4.0,4.0,,,,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3,3,3,3,3,3,3,3,3,3,No,Nunca,No,,4,3,3,3,3,3.0,3,2,2,3,3,4,,si la fuente es d eun estudio autorizado o comprobar que varias fuentes lleguen a un veredicto parecido,pocas veces escojo,depende del docente asignado,"seguro, fuente confiable, inseguro, de la primera busqueda",buenas en los casos donde participe,en algunas ocasiones,"si, me ayuda a verificar la fuente",la ia es de mucha ayuda,en grupos me desenvuelvo mejor,"si, la participacion","si, me hizo sentir mas comodo",cursos especializados son de mucha ayuda,False,3.857142857142857,4.0,3.0,3.592592592592593,0,3,3,3,3,3,3.0,3,2,2,3,3,4,2.0,2.875,2.0,,,False
STU_0271,UNMSM,,,,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,2,3,4,3,3,3,4,2,3,4,No,Nunca,No,,3,2,3,4,3,3.0,2,4,3,2,3,1,,consulto sus fuentes,a veces no colocan las fuentes,"si, estudio con ayuda del internet",cuando hay fuentes es seguro,buena experiencia,si buscando otras alternativas,"han facilitado, ya que obtengo mas informacion y sin mucha dificultad",uso de la ia,regular,"un poco, a la falta de comunicacion en el momento","no, de forma virtual estudio mas aislado",de forma favorable,False,3.2,2.9,3.1,3.066666666666667,0,3,3,3,3,3,3.0,2,4,3,2,3,1,2.0,2.625,2.0,,,False
STU_0272,UNMSM,,,,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,,4.0,4.0,,3.0,2.0,4,4,3,4,3,3,4,3,4,4,Sí,En un Curso,No,,3,4,5,4,3,3.0,4,5,3,3,3,3,,con las redes confiables,al ponerlo en prueba en una ia,"claro, ya que uno dota de esas habilidades a su comodidad",al ser expuesta al uso de redes y figuras,satisfactoria al ser de manejo sencillo,sin con la ia,"un poco, pero me sirve al momento de hacer algunos trabajos",el uso cercano a los programas y herramientas,adecuada al estar en virtual se nos hace mas facil reunirnos,"un poco, bueno al uso continuo de estar en virtual y peor ver una pantalla","si, ya que es necesario al trabajar",a tener mayor responsabilidad al momento de exponer y un mayor compromiso a mis profesores,False,3.3,3.375,3.6,3.4285714285714284,1,3,3,3,3,3,3.0,4,5,3,3,3,3,2.5,3.375,4.0,,,False
STU_0273,UNMSM,,,,4.0,,,4.0,4.0,5.0,3.0,4.0,2.0,4.0,,,,4.0,,5.0,,,3.0,,3,5,3,3,5,5,4,4,5,4,No,Nunca,No,,1,1,1,1,1,3.0,2,2,2,1,1,1,,porque se encuentra en una revista conocida y el trabajo fue citado en tras investigacion,"no mucho, tiene que tener sentido lo que escribe el autor y lo que indica se debe de poder replicar","no mucho, y es que ahora existen herramientas de IA para poder analizar mejor la informacion",de momento no me sentido inseguro,"por ahora bien, solo que a veces se cae el campus a la hora de tomar un examen",caidas del campus y el profesor aplazo la prueba,"si, porque saber usar la tecnologia mejora la productividad al momento de hacer las tareas","el como usar correctamente la ia, aunque actualmente hay muchos recursos en ingles para su uso ","no mucho, no es usado","no me senti aislado, siempre se podia preguntar al docente o al delegado","si, ya que los conozco en persona y existe mas confianza con ellos",poder revisar el material en cualquier momento,False,3.75,4.0,4.1,3.952380952380953,0,3,3,3,3,1,3.0,2,2,2,1,1,1,2.0,1.625,2.0,,,False
STU_0274,UNMSM,,,,4.0,,,4.0,3.0,,,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,3.0,,,,4.0,5,5,3,4,3,4,4,4,3,4,No,Nunca,No,,3,1,1,1,1,3.0,1,2,4,1,1,3,,lo corroborro con varias fuentes,a veces se encuentra para informacion del tema,"si, pues no me dejo llevar por lo primero que leo",cuando encuentro dos fuentes que hablan de forma expuesta acerca del mismo tema,se podria sacar mas provecho a las herramientas virtuales,"cuando se ha ido la luz y mi pc se apago, tuve que hacer la clase desde emi celular","si, conozco varios compañaros que tienen dificultades para usar las herramientas virtuales",algun curso extra que nos explique como sacarle el maximo provecho,buena ya que puedo corroborar la informacion al momento,al ser clases virtuales no podemos conectar de la misma forma con nuestros compañreos,"si, parecia que estudiaba solo y eso desanimam","si bien puedo avanzar mas rapido, es como si estudiara solo",False,3.6666666666666665,3.8333333333333335,3.9,3.8181818181818175,0,3,3,3,3,1,3.0,1,2,4,1,1,3,2.0,2.0,2.0,,,False
STU_0275,UNMSM,,,,,,,,,4.0,4.0,4.0,,,,,,,,4.0,,4.0,,,2,2,4,3,2,3,3,3,4,3,No,Nunca,No,,1,1,1,1,1,3.0,1,3,2,1,1,1,,los busco y compruebo comparandolos con otras fuentes,en ocasiones encontrar fuentes escasas,si puesto que es de gran ayuda al realizar trabajos de investigacion,"me senti seguro al saber buscar contenidos digitakes de la mejor manera, por ejemplo articulos de google academico",se me hace sencillo su manejo,"no, hasta ahora no","lo han facilitado, puesto que estoy familiarizo con su uso","no he recibido ningun tipo de apoyo, toto mi conocimiento ha sido totalmente autodidacta",no he sido muy participativo en esos ambientes,no la verdad no,"no mucho, aunque a veces suele ser aburrido, a veces la convivencia con mis compañeros es amena","la verdad no ha impactado de forma relevante, puesto que no ha influido en mi responsabiilidad como estudiante universitario",False,4.0,4.0,2.9,3.2666666666666666,0,3,3,3,3,1,3.0,1,3,2,1,1,1,2.0,1.625,2.0,,,False
STU_0276,UNMSM,,,,4.0,3.0,4.0,,4.0,3.0,4.0,4.0,3.0,,4.0,3.0,,,,5.0,2.0,4.0,3.0,4.0,3,3,4,3,1,3,5,3,2,4,No,Nunca,No,,4,2,3,3,4,3.0,4,4,4,3,5,4,,"consulto a fuentes como ia y luego verifico reseñas o descripciones de terceros, en caso de personas capacitadas",informacion erronea o poca informacion,"si, pues tareas complejas o demandantes requieren de aquellas herramientas y del tal capacidad. pues me exigen integracion de informacion veridica","seguro de forma o estudios independientes, inseguro o superticioso cuando son trabajos asignados por terceros","no tan amplia, pero util y un tanto completa","cuando se trata de herramientas o funciones nuevas de las que no tengo total conocimiento, las resuelvo con la ayuda de apoyo de terceros, tanto amigos como de videos o recursos escritos","facilitado, pues amplian la cantidad de informacion, complementando lo expuesto en clase. o contienen la misma para extraer lo importante, tambien para sesiones y resumenes",mas cursos especializados o apoyo publico de terceros,interesante y medios de retroalimentacion puntualmente activos,"si, a veces las herramientas se vuelven un gran aliado","si, son un reto, pues tales personas te impulsan a seguir mejorando","mas activo, mas preciso y mas interesado con la cantidad y calidad de informacion",False,3.625,3.571428571428572,3.1,3.4,1,3,3,3,3,4,3.0,4,4,4,3,5,4,2.0,3.875,2.0,,,False
STU_0277,UNMSM,,,,3.0,4.0,,,4.0,5.0,,4.0,4.0,,,4.0,,,4.0,5.0,,,,,4,4,3,4,4,4,3,2,2,2,No,Nunca,No,,3,1,4,3,1,3.0,1,1,3,1,2,1,,confio,"usualmente cuando busco por mi cuenta no dudo, a diferencia de ponerlo en la ia",si por la informacion disponible,cuando viene de libros academicos me siento mas seguro,son muy reconfortantes,"si, por el internet y acceso premiun o exclusivo de paga, lo pirateo","si, no se va nada dificil","creo que ninguno, solo me centro en lo que necesito","reconfortante, pero a veces desesperante por la incertidumbre","mas que todo en los cursos de practica, es limitado un lab virtual","no, supongo que la virtualidad ayuda en casos excepcionales","a veces suele desanimar , pero dentro de todo prima la responsabilidad",False,4.0,4.333333333333333,3.2,3.631578947368421,0,3,3,3,3,1,3.0,1,1,3,1,2,1,2.0,1.625,2.0,,,False
STU_0278,UNMSM,,,,3.0,,,4.0,2.0,5.0,3.0,,,,,3.0,,,,5.0,2.0,4.0,3.0,,4,4,5,4,1,3,3,4,5,5,No,Nunca,No,,5,4,4,1,3,3.0,2,3,4,3,3,5,,"contrasto fuentes en diferentes paginas confiables (scopus, google scholar",la restriccion de entrada a paginas con informacion,si ya que me permite entregar trabajos con alto valor cientifico y destacar,"cuando uso paginas como scopus, pudmed, scielo ya que se requiere un nivel correcto de requerimientos",la pagina de sm se ve de forma vieja y se queda atras frente a paginas de universidades privadas,cuando tengo problemas de audio utilizo el chat,"si, debido a que me permite sacar ventaja frente a mis compañeros","uso adecuado de IA, computadora decente para estudiar",en la san marcos se siente retrogrado ya que se usa tecnologia vieja,si ya que la mayoria de profesores no se adapta a las clases virtuales,"si pero para mal, ya que impide el flujo regular al conocimiento",me bastengo,False,3.4,3.4,3.8,3.6,0,3,3,3,3,3,3.0,2,3,4,3,3,5,2.0,3.25,2.0,,,False
STU_0279,UNMSM,,,,3.0,2.0,4.0,2.0,4.0,,3.0,,2.0,4.0,4.0,,3.0,4.0,,5.0,2.0,3.0,3.0,4.0,2,4,3,5,4,1,3,4,4,2,No,En dos o más,No,,4,3,4,3,2,3.0,4,3,3,4,3,4,,"si se encuentra en scielo, scopus u otra revista cientifica",cuando busco temas muy especificos no siempre encuentro en paginas reconocidas,la forma en que analizo la informacion me ayudo a continuar con mis cursos que en su primera instancia consideraba inaccesible,cuando las paginas no tienen el https o son de dominio . net,la mayoria tienen interfaces poco intuitivas,el principal problema seria tener una coneccion a internet,si tener un panorama mas amplio me ayudo a la rapida comprension y asimilacion de informacion,la implementacion de mas foros para compartir informacion,muy proactivas y recreativas,ligeramente aislado por no compartir con mis compañeros,sim estar en continua comunicacion e interaccion con mis compañeros es un gran motivante,siento que el entorno virtual mas tranquilo y menos competitivo,False,3.0,3.5,3.2,3.230769230769231,1,3,3,3,3,2,3.0,4,3,3,4,3,4,2.0,3.25,2.0,,,False
